2 152 7
1 2 1 14
0 2 1 22
1 1 2 23
1 2 1 32
1 1 1 58
0 2 1 63
4 1 1 62
0 1 2 65
3 1 2 35
0 2 1 67
3 1 2 75
4 1 2 73
0 2 1 13
1 2 1 17
2 2 1 52
2 2 1 96
1 2 1 64
3 1 2 70
4 2 1 42
3 2 1 89
2 1 1 12
4 1 1 82
2 1 2 57
3 1 2 46
1 1 2 28
4 2 1 9
3 2 1 45
1 2 1 53
1 1 2 73
0 1 2 46
0 2 1 17
0 1 2 39
2 2 1 63
1 2 1 95
2 1 1 35
2 2 1 88
1 2 1 30
0 1 1 62
2 1 1 77
3 1 1 39
3 1 2 61
2 1 1 100
4 2 1 48
2 1 1 42
3 2 1 58
0 1 1 73
2 2 1 68
1 1 1 59
1 1 2 3
2 2 1 61
3 2 1 36
4 1 2 27
3 2 1 41
2 2 1 11
3 1 2 90
0 1 1 90
2 2 1 20
4 1 1 8
0 1 2 88
3 1 2 60
4 1 2 52
3 1 1 69
2 2 1 83
3 2 1 4
4 1 1 48
2 2 1 8
1 1 2 39
2 2 1 32
2 1 1 89
1 1 2 97
2 2 1 40
1 1 2 46
3 1 1 67
4 2 1 78
1 1 2 1
3 2 1 55
4 2 1 30
2 1 1 33
4 1 2 84
1 2 1 26
0 2 1 18
0 2 1 63
1 1 2 51
2 1 2 21
0 1 1 75
2 2 1 44
3 2 1 23
3 1 1 90
3 2 1 40
2 1 1 72
3 2 1 91
3 1 1 7
4 1 2 30
2 1 1 79
3 1 1 29
2 1 1 42
0 2 1 81
1 1 1 60
3 1 2 11
0 1 2 7
1 2 1 5
4 2 1 84
3 2 1 7
4 1 2 96
0 2 1 25
1 2 1 3
4 2 1 95
2 2 1 88
3 1 1 19
0 1 2 5
0 1 1 75
1 1 1 58
3 1 2 33
4 2 1 38
2 1 1 77
2 1 2 67
1 2 1 16
3 1 1 73
4 2 1 79
0 1 2 91
1 2 1 88
4 2 1 20
3 1 1 75
3 2 1 69
3 1 1 85
1 1 1 9
2 1 2 15
4 1 1 99
4 2 1 54
4 1 2 1
0 1 1 72
4 1 2 35
4 1 2 28
1 1 1 68
0 1 1 61
2 1 1 98
4 2 1 56
4 1 2 69
3 1 1 80
2 1 2 84
2 1 1 27
2 1 2 37
4 2 1 7
1 1 2 37
0 1 2 36
0 1 2 69
3 1 1 91
2 2 1 77
0 1 2 30
2 2 1 99
1 1 2 84
1 1 1 67
