8 300 40
4 5 3 16
4 3 4 36
3 3 3 96
2 7 2 85
0 5 2 23
3 8 1 79
2 7 1 74
4 5 3 24
4 7 2 2
4 1 7 44
3 1 3 51
2 3 3 91
3 3 6 47
4 6 3 21
0 1 1 50
1 8 1 52
0 1 2 42
4 6 3 34
1 7 1 72
2 6 3 33
1 1 3 33
0 3 3 13
1 3 4 5
2 3 3 59
3 2 2 30
1 3 6 12
1 4 5 45
3 8 1 30
2 5 3 31
0 7 1 37
4 3 5 68
2 5 4 5
4 2 1 86
4 6 2 90
1 8 1 1
4 1 2 50
2 1 5 100
0 2 4 39
4 3 3 86
3 6 2 43
2 2 3 68
3 1 7 66
4 3 1 97
4 2 6 49
3 4 4 16
4 5 3 46
1 2 1 7
0 6 3 32
1 1 1 62
0 4 3 94
4 6 1 47
4 2 5 4
1 7 2 75
0 6 3 11
2 8 1 63
0 6 1 4
0 7 1 51
0 5 2 41
0 8 1 17
0 1 4 18
2 8 1 70
0 7 2 92
4 5 4 15
0 5 1 64
3 4 1 28
0 6 1 47
3 1 4 27
0 8 1 75
2 1 8 80
3 8 1 15
2 2 2 1
3 3 2 54
3 8 1 23
1 6 2 41
3 1 3 23
2 5 1 47
0 1 3 49
0 7 1 87
3 6 1 87
0 8 1 36
3 4 1 6
2 5 4 17
1 1 4 79
3 2 6 63
2 1 8 10
0 6 1 73
1 1 4 69
3 5 4 42
2 7 2 60
0 3 2 37
3 8 1 38
2 7 1 65
3 7 1 98
0 4 5 35
1 4 1 37
0 1 7 18
2 1 7 50
3 1 8 61
0 6 2 4
3 2 1 47
1 5 2 65
1 1 5 91
4 5 2 77
2 4 5 66
0 3 5 26
3 6 2 15
0 3 6 69
4 5 2 53
4 2 4 3
3 6 1 12
0 6 1 56
3 6 1 93
4 4 1 26
2 2 7 97
3 8 1 74
2 7 2 37
0 7 1 20
1 2 4 87
1 7 2 66
0 8 1 15
2 4 1 89
0 5 1 22
4 3 3 26
2 8 1 57
2 2 1 9
4 5 4 78
0 6 2 64
2 8 1 84
3 3 3 24
0 8 1 42
1 6 2 81
3 1 6 64
3 5 1 5
4 7 2 100
2 5 2 77
3 1 5 9
3 2 4 45
0 2 2 46
4 1 4 55
2 8 1 27
2 7 1 80
2 1 6 65
0 3 6 1
0 8 1 33
1 7 1 78
0 3 6 84
0 2 3 77
4 7 2 36
1 1 6 11
0 1 6 97
3 8 1 24
3 7 1 24
1 4 3 2
4 4 4 34
3 3 3 74
2 6 3 77
2 2 6 88
1 2 4 5
3 4 2 7
2 4 1 99
2 1 3 45
4 3 2 92
4 3 4 6
4 3 4 73
3 1 7 37
4 1 4 32
3 8 1 20
2 2 5 32
3 4 4 56
0 2 1 60
0 3 1 73
3 8 1 80
0 1 2 14
4 7 2 86
4 3 3 5
3 6 3 93
1 7 1 86
1 8 1 24
2 1 6 12
2 4 4 55
4 7 2 1
4 5 2 15
1 5 2 86
2 2 1 45
3 1 2 55
4 6 3 87
4 7 1 46
1 7 2 33
0 5 3 4
2 2 4 8
4 7 1 9
0 4 2 41
2 2 5 35
0 3 2 33
1 4 4 19
2 2 1 30
0 2 6 42
3 7 1 32
2 7 2 40
2 7 1 20
4 3 5 39
3 6 3 95
2 8 1 4
4 3 3 74
1 6 1 83
2 2 7 43
3 7 2 78
3 8 1 1
1 2 5 42
0 2 4 23
3 4 2 27
3 4 3 62
1 1 3 43
2 5 1 1
4 7 1 79
0 8 1 35
4 1 1 52
3 4 3 3
4 7 2 90
0 5 3 32
1 4 5 31
4 7 1 35
3 5 2 12
0 8 1 71
1 8 1 61
0 6 3 19
3 1 7 76
2 4 1 71
1 6 2 94
4 8 1 88
3 3 6 36
4 7 2 75
0 5 4 86
3 7 1 45
1 2 7 74
4 3 4 48
1 7 1 36
2 1 8 52
2 8 1 43
1 6 2 82
2 2 7 42
2 7 2 23
0 3 1 46
4 1 8 56
3 7 1 98
0 1 8 55
2 4 3 33
3 3 1 8
3 6 3 41
3 6 1 64
2 3 6 34
2 6 3 12
2 7 1 27
0 8 1 22
1 7 1 98
1 8 1 73
1 1 8 15
2 5 2 96
2 2 3 21
2 2 1 27
4 6 1 26
3 6 1 64
0 2 3 51
4 4 1 6
0 4 2 97
2 3 1 48
1 8 1 20
2 6 2 90
3 4 2 34
1 4 4 57
1 4 3 31
1 8 1 66
0 6 2 58
2 8 1 58
3 6 2 18
3 1 2 59
1 1 8 52
0 8 1 65
2 5 3 43
3 2 7 69
1 7 1 34
0 4 5 85
1 3 6 62
2 3 5 84
4 6 2 66
1 4 4 85
3 6 2 29
1 4 1 80
2 7 2 21
0 8 1 54
4 7 2 19
3 5 2 4
4 2 3 59
3 8 1 68
1 5 2 23
3 5 1 73
2 6 2 80
3 3 1 98
2 2 7 34
2 6 2 55
