6 202 9
3 1 2 13
2 1 5 84
1 6 1 4
3 1 3 60
3 2 1 29
1 3 3 73
1 3 2 75
4 4 2 8
3 4 3 77
1 5 2 66
3 2 2 44
4 5 2 88
2 1 5 35
0 1 2 92
2 5 2 29
0 5 1 98
1 3 2 67
4 4 3 7
0 6 1 52
1 4 3 24
3 2 1 15
1 3 3 42
2 2 4 42
2 4 2 35
2 2 3 30
1 6 1 95
2 3 1 79
3 6 1 7
2 3 2 95
0 1 1 44
0 1 4 82
3 2 1 11
4 5 2 31
1 2 4 98
4 5 1 21
0 3 1 5
1 5 1 74
4 5 2 53
0 5 2 50
3 1 5 19
0 6 1 19
4 3 1 40
1 4 3 38
3 4 3 2
3 2 4 76
0 5 1 69
1 2 1 21
2 3 2 70
2 5 2 11
4 3 4 38
2 1 1 7
2 4 3 91
1 2 2 17
2 1 2 56
2 4 1 44
0 1 2 32
2 3 3 90
0 1 3 71
3 5 2 47
3 3 1 98
1 6 1 94
3 6 1 59
2 5 1 57
4 4 1 14
3 6 1 85
2 1 6 79
0 6 1 2
1 4 1 93
4 3 4 82
3 2 2 41
3 2 5 82
2 6 1 2
4 1 2 10
0 3 1 39
1 6 1 65
2 4 2 64
2 3 2 77
4 4 1 18
0 2 2 38
0 3 2 50
0 3 2 43
2 6 1 46
1 4 2 90
2 1 5 25
3 6 1 72
2 5 2 14
1 3 3 93
1 4 2 77
3 4 1 23
3 5 2 16
4 2 1 15
2 3 4 70
4 3 1 58
2 5 2 94
4 2 5 40
1 4 2 36
0 6 1 99
4 5 1 33
4 5 1 7
2 2 2 86
2 5 1 99
4 4 2 61
3 5 1 98
1 3 2 26
0 3 1 25
2 5 1 17
1 4 2 39
1 3 3 98
0 4 3 83
1 3 3 11
3 4 2 99
2 5 1 86
1 4 1 95
1 4 3 73
0 2 4 41
1 1 1 60
1 6 1 18
0 4 3 24
3 6 1 47
0 1 3 51
0 6 1 8
1 1 2 36
0 2 5 99
3 6 1 26
3 6 1 73
2 2 4 33
2 6 1 38
0 2 4 2
1 5 1 21
1 4 3 18
2 5 1 16
3 5 1 79
3 1 3 35
0 4 2 61
0 1 1 61
2 6 1 97
0 2 3 72
0 4 1 16
2 6 1 45
0 1 6 95
4 1 5 12
4 3 1 56
3 5 1 23
1 5 2 35
1 4 1 87
0 3 3 33
3 1 3 44
3 6 1 95
0 2 2 13
0 6 1 2
3 2 3 57
1 4 1 20
2 5 2 37
0 3 2 5
1 4 2 31
1 2 1 14
1 1 6 36
4 4 1 64
1 6 1 77
4 6 1 60
1 5 1 26
1 1 6 92
4 4 1 78
0 1 3 8
4 3 4 95
1 6 1 61
1 2 3 85
2 3 3 20
4 2 4 63
2 6 1 66
2 2 5 47
2 6 1 5
4 2 1 14
1 6 1 69
4 1 4 56
3 1 6 23
3 5 2 35
2 6 1 24
2 6 1 28
4 4 3 18
1 6 1 47
1 6 1 32
1 1 3 66
3 3 2 45
1 3 3 98
1 3 4 1
3 6 1 76
2 1 3 61
1 4 3 32
2 3 4 35
0 1 2 84
4 2 3 31
3 5 1 28
0 2 5 29
4 1 5 83
0 4 2 29
4 5 2 16
0 5 2 37
2 3 1 20
0 2 3 47
3 1 6 14
2 2 1 25
