6 172 9
1 2 5 95
4 2 4 5
1 5 1 73
3 3 3 75
4 6 1 2
3 3 2 69
4 4 3 24
0 3 3 84
0 1 3 79
4 6 1 1
3 5 2 82
1 1 5 29
4 6 1 86
0 4 3 33
3 3 3 37
1 5 2 47
3 2 2 16
2 6 1 6
0 3 3 35
0 5 1 80
1 3 3 80
2 2 4 31
3 2 3 92
1 5 2 71
4 3 1 19
1 2 5 28
0 4 1 38
4 4 1 1
4 5 1 72
4 6 1 66
4 3 4 91
1 6 1 32
3 4 1 87
3 6 1 72
0 2 2 83
1 3 4 7
2 3 2 16
2 2 5 70
4 4 2 56
4 6 1 66
1 6 1 84
0 2 4 68
0 4 1 56
4 6 1 30
2 3 3 54
2 4 1 95
4 2 1 98
4 1 4 26
0 4 1 38
3 2 3 42
4 2 5 31
0 5 1 14
3 1 5 57
1 1 5 6
3 4 3 13
3 1 1 43
1 2 2 46
3 6 1 30
1 4 3 82
0 3 2 20
3 3 2 1
4 6 1 74
2 4 3 2
1 3 3 69
4 4 3 22
3 3 3 82
2 1 2 8
0 3 4 66
2 5 2 38
3 4 3 47
3 6 1 4
2 4 3 60
1 1 4 45
4 1 1 24
3 6 1 30
4 6 1 35
1 1 4 81
4 6 1 13
4 1 1 99
4 6 1 65
3 2 2 48
2 3 1 35
1 2 2 66
2 5 1 8
0 6 1 45
2 3 2 77
3 5 2 71
4 2 4 15
4 5 2 45
0 4 2 19
2 3 1 11
0 1 1 10
4 2 1 90
0 2 1 10
0 3 4 41
2 6 1 74
1 2 2 74
2 4 2 69
2 3 4 57
3 3 4 74
4 2 4 1
3 5 1 92
1 4 2 3
4 2 2 27
2 2 5 49
2 3 1 95
1 2 5 16
1 1 4 63
1 2 4 8
2 1 3 27
4 2 2 39
3 2 1 8
3 2 4 58
1 6 1 87
2 1 5 69
2 3 4 6
1 2 5 81
1 6 1 20
2 3 3 41
0 2 2 87
1 2 5 75
4 5 1 29
4 5 2 79
0 6 1 73
4 6 1 88
2 6 1 34
1 6 1 91
1 6 1 67
0 4 2 74
4 6 1 7
1 2 3 58
0 1 4 70
4 6 1 7
4 2 5 69
4 6 1 71
0 3 2 17
4 1 3 54
3 3 3 3
2 2 3 30
0 6 1 44
3 4 2 84
1 1 3 97
2 3 3 76
4 5 1 36
1 2 4 68
1 6 1 100
4 2 5 76
1 5 2 35
4 3 2 90
2 3 1 23
4 3 2 46
3 5 1 27
4 3 2 58
1 5 1 30
3 3 4 31
3 5 2 52
0 1 2 29
0 4 2 98
4 1 4 46
2 5 2 89
1 6 1 10
4 1 4 86
1 1 4 79
2 5 2 38
2 3 2 5
4 1 4 78
3 1 5 87
1 1 3 67
4 2 1 3
3 4 1 54
2 3 2 84
4 5 1 21
