7 60 17
4 6 1 47
3 4 2 75
4 1 3 17
0 6 2 28
1 3 4 18
0 3 1 40
2 2 4 40
2 7 1 91
4 1 6 31
4 5 3 34
2 1 1 21
4 6 1 11
1 6 2 91
3 5 1 65
4 5 2 1
1 4 3 2
2 2 4 89
3 2 4 32
1 4 1 75
1 3 5 94
2 1 7 9
4 2 5 51
1 3 2 7
4 7 1 38
4 7 1 83
4 2 5 58
3 2 4 54
1 2 5 79
3 2 3 32
4 6 2 58
3 7 1 67
3 2 5 100
0 1 1 75
0 3 5 18
2 6 1 98
1 7 1 69
2 7 1 13
3 7 1 34
1 7 1 8
2 3 2 50
0 5 1 88
4 5 2 90
1 4 3 40
2 2 4 16
2 6 1 99
1 3 4 71
0 6 1 90
2 3 5 42
3 7 1 75
0 3 4 77
4 5 3 55
1 7 1 68
1 4 4 78
1 2 5 82
0 7 1 69
0 2 4 63
4 2 5 23
0 2 1 4
4 7 1 11
3 1 6 62
