6 102 11
0 6 1 30
3 5 2 59
2 2 4 34
1 6 1 53
3 6 1 99
4 3 2 74
3 4 2 25
0 4 1 90
1 5 2 53
3 2 5 27
0 2 1 5
1 3 1 10
2 2 2 72
1 6 1 84
3 6 1 49
3 1 6 89
1 5 1 80
0 1 5 35
4 6 1 90
2 4 2 67
4 2 4 97
3 4 1 85
0 6 1 24
4 5 2 91
3 3 2 58
3 3 4 74
2 1 3 63
3 1 5 62
2 1 5 68
0 1 1 33
1 5 1 43
4 4 2 28
4 1 1 35
1 4 3 36
3 6 1 83
1 6 1 49
3 3 2 27
1 4 3 13
0 3 3 56
4 4 3 1
3 3 2 32
1 4 2 85
0 1 3 74
2 2 4 7
2 3 1 5
0 4 2 80
2 6 1 21
3 2 5 9
2 6 1 67
2 1 2 58
3 2 3 61
1 3 3 33
1 3 1 30
4 3 4 58
0 5 1 65
4 3 1 4
3 3 2 94
3 2 1 98
4 3 4 82
4 6 1 9
2 3 3 87
4 1 2 48
2 6 1 85
1 3 3 82
2 2 4 52
0 2 3 81
3 2 5 43
4 2 4 41
2 3 1 11
3 5 1 68
2 1 3 27
2 1 1 3
3 5 1 30
0 6 1 71
3 5 2 28
3 3 4 20
4 1 1 70
4 2 4 32
2 2 3 17
1 1 5 68
0 3 4 19
1 6 1 81
3 1 1 15
2 5 1 47
2 1 4 84
0 6 1 12
1 3 1 74
0 1 5 40
0 5 1 94
3 4 2 38
3 2 3 38
4 5 2 68
4 4 2 58
4 5 1 58
3 4 3 39
2 6 1 4
1 5 2 2
3 5 2 54
4 6 1 68
0 4 2 73
3 4 3 34
4 4 3 72
