3 229 2
0 2 1 79
0 1 1 42
1 2 2 51
3 1 3 12
3 2 1 20
1 1 1 38
0 3 1 40
0 2 1 16
0 1 1 74
0 1 2 76
3 1 3 76
4 1 1 37
3 3 1 19
3 2 2 43
0 2 2 56
3 3 1 61
3 1 3 100
3 2 2 52
2 1 2 84
4 2 1 46
4 3 1 5
4 1 1 43
3 2 1 75
0 1 3 37
4 1 2 73
0 3 1 52
0 1 1 31
1 1 3 81
2 1 2 58
0 3 1 74
1 2 2 78
3 3 1 8
1 1 2 6
3 2 2 15
0 3 1 37
3 3 1 44
2 2 2 2
2 2 1 21
3 1 2 16
4 1 3 22
4 2 2 26
0 1 1 61
1 1 1 3
0 3 1 66
3 2 2 41
3 1 2 95
3 2 2 50
2 1 3 84
4 1 3 45
2 1 3 55
1 3 1 12
4 3 1 96
0 1 2 48
1 2 1 84
1 1 1 74
0 2 1 17
2 3 1 71
4 1 3 3
0 3 1 76
2 2 2 36
2 3 1 74
1 3 1 48
4 3 1 54
4 3 1 45
4 1 2 17
4 3 1 83
3 3 1 56
4 2 2 8
2 2 2 91
0 3 1 64
3 3 1 41
3 1 1 61
0 1 2 94
3 2 1 87
2 1 2 22
1 3 1 11
1 2 2 72
0 1 2 47
0 3 1 31
4 1 1 39
3 2 1 22
4 3 1 21
1 3 1 72
2 2 2 37
2 3 1 4
4 1 1 33
1 3 1 45
1 3 1 89
3 1 3 61
3 1 3 19
2 3 1 25
2 3 1 79
4 2 1 51
0 1 2 71
2 1 1 50
1 2 1 11
0 1 2 64
4 3 1 64
3 1 3 90
1 1 2 16
3 2 1 57
3 3 1 39
4 1 1 54
0 3 1 7
1 1 2 66
2 3 1 52
2 1 3 5
4 1 3 60
1 2 2 6
1 2 2 23
0 3 1 5
0 3 1 55
3 2 2 11
3 3 1 76
2 2 1 64
4 2 1 83
2 1 1 71
4 1 1 38
0 1 2 36
0 2 1 86
2 3 1 27
2 3 1 23
3 3 1 99
3 3 1 14
2 3 1 7
3 3 1 65
0 2 2 85
0 3 1 28
1 1 3 43
4 3 1 49
1 2 1 56
0 2 2 36
3 2 2 54
0 1 2 38
0 2 2 46
1 3 1 25
4 1 3 50
0 3 1 82
1 3 1 37
4 1 1 9
4 1 3 81
0 2 1 43
4 2 2 95
2 1 3 98
4 2 1 8
0 2 1 50
1 3 1 97
0 2 1 25
4 2 2 50
2 1 2 19
2 2 1 58
4 1 1 66
1 1 1 77
3 3 1 46
3 1 1 96
1 3 1 13
3 3 1 91
4 3 1 11
3 1 2 77
3 2 1 9
3 1 1 82
2 3 1 17
3 1 1 90
0 3 1 72
2 3 1 32
4 1 1 81
3 2 1 71
3 1 3 56
4 1 1 74
4 3 1 83
3 2 1 40
4 3 1 74
4 2 1 7
3 2 2 11
1 1 1 52
2 2 1 25
3 1 2 81
1 3 1 29
2 3 1 1
4 3 1 71
2 1 2 78
0 2 1 52
0 2 1 61
3 3 1 30
0 1 2 3
2 3 1 6
3 3 1 89
0 1 1 12
3 2 1 36
1 2 1 49
3 3 1 89
4 3 1 83
3 3 1 81
2 2 1 18
0 2 1 20
3 1 3 83
4 3 1 85
2 3 1 76
2 3 1 12
2 2 2 22
1 1 3 66
0 3 1 81
0 1 1 79
3 3 1 94
1 3 1 46
0 2 1 47
4 3 1 62
1 2 1 25
3 2 2 98
2 1 3 8
1 3 1 81
4 2 2 13
0 1 3 25
1 1 2 90
3 2 2 64
1 2 1 19
1 1 1 93
2 1 2 53
4 2 2 54
3 2 2 30
1 2 1 96
3 2 1 11
2 2 2 77
2 3 1 92
1 3 1 64
1 1 2 74
2 2 1 7
4 2 1 75
4 1 3 35
