8 106 9
2 1 5 5
1 1 8 75
4 1 2 22
4 1 8 46
3 1 5 84
1 8 1 57
4 6 2 27
3 2 5 9
1 4 4 34
2 4 1 87
3 2 7 61
2 3 3 74
1 3 3 65
0 5 4 58
4 5 1 88
3 7 2 90
4 4 3 69
4 4 4 72
1 7 2 70
4 3 4 4
2 1 4 57
3 8 1 4
2 1 6 69
2 1 5 40
0 2 4 73
3 2 5 90
4 2 6 96
2 8 1 31
3 5 3 85
1 8 1 19
4 2 6 56
4 8 1 4
3 4 3 58
4 4 2 98
0 2 6 16
4 2 4 27
1 7 1 15
0 6 1 75
1 1 6 8
3 5 2 40
4 4 4 4
2 4 4 39
3 7 2 8
0 1 8 96
2 5 2 82
2 8 1 77
3 4 5 93
4 7 1 54
0 1 4 36
1 2 4 25
4 1 4 22
0 6 2 35
1 1 2 34
0 8 1 96
2 5 3 72
0 6 1 21
3 4 3 16
2 4 2 21
1 1 2 13
2 8 1 46
1 2 7 3
4 5 3 48
2 4 1 7
3 2 5 46
4 3 1 59
3 4 4 9
0 6 1 74
4 7 2 23
2 8 1 58
1 8 1 97
1 7 1 72
1 4 2 55
0 8 1 46
1 1 1 47
2 8 1 71
0 3 3 34
0 4 1 34
3 7 1 24
1 8 1 95
4 3 5 78
4 2 7 58
4 3 3 14
1 7 1 58
3 5 1 73
3 4 4 31
3 4 4 16
3 6 1 46
1 7 2 46
1 2 2 16
0 3 6 67
0 4 1 90
4 3 2 62
1 2 4 46
4 6 3 97
2 1 6 23
2 1 7 28
1 6 2 15
1 7 1 85
2 6 1 8
3 7 2 60
4 6 3 13
1 6 1 43
1 2 4 9
1 7 1 99
3 8 1 48
2 1 5 48
