8 300 40
4 3 4 24
4 8 1 94
2 3 5 45
2 8 1 43
1 5 3 69
4 7 1 93
4 5 2 16
2 3 3 77
3 1 4 49
3 2 5 61
1 6 3 7
2 8 1 85
2 8 1 4
2 1 3 30
4 4 1 81
1 4 5 17
0 8 1 70
4 5 3 8
0 1 8 74
2 1 7 96
4 4 5 96
4 5 3 72
2 5 2 94
4 6 2 75
1 1 6 33
4 1 5 13
2 6 3 42
0 3 4 24
3 1 1 65
4 2 6 36
0 6 2 57
3 1 4 70
1 3 6 9
3 7 1 44
1 4 4 59
2 7 1 17
3 7 1 88
0 8 1 5
0 1 3 5
3 6 3 30
1 6 3 86
2 5 4 15
1 4 5 10
0 4 3 52
0 7 2 56
2 7 1 83
1 5 2 70
4 3 6 100
2 2 6 49
4 5 4 68
3 4 4 38
2 3 3 48
0 8 1 25
3 8 1 22
1 2 6 16
3 2 1 86
2 8 1 89
1 7 1 58
3 6 2 11
4 2 1 93
1 2 6 72
0 2 7 87
1 1 3 60
1 2 6 18
4 7 1 74
3 1 6 17
4 1 4 25
1 3 1 80
1 6 2 67
3 5 1 96
0 8 1 49
0 4 1 3
4 7 1 80
0 5 4 53
3 6 1 29
0 5 4 84
1 2 5 72
4 1 4 3
4 1 1 71
4 7 2 82
1 8 1 32
0 2 6 91
2 3 1 25
1 8 1 77
0 8 1 18
3 7 1 36
2 4 2 43
3 3 3 21
1 3 5 80
4 8 1 50
2 2 4 36
1 5 3 99
3 8 1 94
3 6 3 49
1 7 2 24
0 8 1 2
4 7 1 78
0 8 1 14
1 3 3 23
1 3 6 83
4 8 1 90
4 6 3 36
4 4 5 10
2 6 1 8
1 4 1 10
3 8 1 96
4 4 5 4
4 2 4 55
3 2 3 64
4 7 1 80
0 2 6 49
1 6 2 76
2 2 2 50
2 2 6 38
4 7 2 57
0 2 1 57
0 5 2 95
2 2 7 34
4 1 8 93
1 7 2 36
1 2 2 92
0 6 2 38
4 2 2 53
2 4 4 97
0 1 1 28
1 6 3 80
1 2 7 91
2 1 4 50
1 2 5 87
1 2 4 63
1 8 1 33
2 6 3 57
1 6 1 58
2 3 6 68
1 4 3 70
0 4 2 13
0 5 3 43
1 8 1 50
1 6 2 74
1 3 5 63
2 5 1 36
4 1 6 53
2 7 2 46
1 1 2 78
1 8 1 57
0 7 2 98
1 6 2 29
0 8 1 26
1 5 2 5
1 1 6 59
4 3 1 16
3 7 1 15
4 5 1 8
0 7 2 79
2 7 2 49
1 6 1 30
0 6 2 46
0 2 6 67
3 1 8 10
1 6 2 90
1 2 3 44
3 1 4 61
1 1 5 35
2 6 2 76
3 1 1 89
1 4 2 28
3 7 1 74
1 7 2 26
4 1 7 77
3 3 5 40
4 4 2 45
4 7 2 66
3 4 3 81
1 7 2 22
1 7 2 44
0 8 1 32
3 2 6 52
0 7 1 97
4 1 4 1
4 2 1 6
4 1 2 22
3 4 3 5
1 1 3 26
1 3 6 14
4 3 3 35
4 5 4 71
3 7 2 26
1 5 4 20
2 8 1 64
3 2 7 94
1 3 5 50
2 7 2 66
3 6 1 60
0 3 1 2
2 6 2 5
0 2 7 86
4 7 2 36
4 1 8 28
3 7 2 11
2 5 3 19
1 2 7 67
4 3 3 38
2 6 3 88
3 8 1 38
4 8 1 93
4 1 7 35
4 4 5 9
1 4 2 78
3 8 1 66
3 4 5 32
4 8 1 53
1 7 2 31
1 2 7 23
3 3 6 67
0 2 3 33
0 3 5 41
1 6 1 79
0 6 1 79
1 3 2 7
1 8 1 77
4 5 4 14
2 6 1 61
1 2 4 73
2 5 4 74
2 6 2 57
2 2 2 67
3 7 1 39
4 2 5 5
0 1 2 47
0 2 3 39
0 3 3 83
1 7 2 80
0 7 1 56
0 6 1 1
0 4 5 47
3 5 2 1
2 7 2 61
0 7 2 83
3 5 1 63
2 3 6 12
1 2 6 57
0 4 2 91
3 3 6 25
0 1 7 39
1 6 3 40
1 6 3 97
2 8 1 31
0 8 1 24
0 5 4 55
4 4 5 51
1 3 4 64
1 7 1 99
3 6 2 17
4 6 3 47
2 4 1 97
2 6 3 10
0 2 6 2
2 4 3 45
1 4 4 5
2 5 2 79
4 8 1 10
2 7 1 43
4 2 7 48
0 5 1 89
4 8 1 10
4 6 1 11
0 6 1 70
2 6 3 1
3 3 2 69
1 1 1 48
1 1 3 96
3 6 2 22
0 7 1 100
0 1 1 67
4 2 3 21
1 7 1 12
1 7 2 65
1 5 2 55
3 1 1 9
4 8 1 76
0 8 1 74
4 5 3 92
1 7 2 57
1 1 8 64
2 4 5 99
0 2 5 46
1 3 6 96
0 3 2 98
1 2 4 74
1 3 5 82
3 5 1 99
2 5 1 38
0 2 3 21
2 8 1 71
4 6 1 100
2 8 1 19
3 5 2 76
3 1 6 69
3 5 2 57
2 2 3 21
