4 58 12
1 4 1 52
0 1 2 42
4 2 3 34
1 3 1 72
2 2 3 33
1 1 3 33
0 3 1 13
1 3 2 5
2 3 1 59
3 2 1 30
1 3 2 12
1 4 1 45
3 4 1 30
2 1 3 31
0 3 1 37
4 3 1 68
2 1 4 5
4 2 2 86
4 2 2 90
1 4 1 1
4 1 2 50
2 1 1 100
0 2 1 39
4 3 1 86
3 2 2 43
2 2 3 68
3 1 3 66
4 3 1 97
4 2 3 49
3 4 1 16
4 1 3 46
1 2 1 7
0 2 3 32
1 1 1 62
0 4 1 94
4 2 1 47
4 2 3 4
1 3 2 75
0 2 3 11
2 4 1 63
0 2 1 4
0 3 1 51
0 1 2 41
0 4 1 17
0 1 4 18
2 4 1 70
0 3 2 92
4 1 4 15
0 1 1 64
3 4 1 28
0 2 1 47
3 1 4 27
0 4 1 75
2 1 4 80
3 4 1 15
2 2 2 1
3 3 2 54
3 4 1 23
