5 202 16
3 4 2 62
3 3 1 88
4 2 3 37
0 5 1 79
3 4 2 89
4 1 2 47
3 3 2 85
0 3 3 20
2 4 1 18
1 3 2 9
3 4 1 48
1 4 2 45
1 4 1 52
1 1 3 31
0 2 1 76
1 5 1 51
4 1 1 81
4 3 3 41
0 5 1 22
2 4 1 23
3 4 2 67
4 4 1 39
1 3 2 10
3 1 5 92
0 3 1 7
2 3 3 16
4 2 3 96
1 4 2 1
4 1 4 60
2 1 1 86
3 2 2 28
1 2 2 81
3 5 1 60
4 5 1 27
3 4 2 45
0 5 1 41
0 5 1 73
2 4 2 72
0 2 4 100
4 4 2 57
4 5 1 44
1 3 3 65
0 5 1 41
4 1 3 21
4 2 1 17
4 3 2 13
1 1 2 60
2 4 2 96
1 5 1 64
3 3 3 74
4 1 3 17
1 2 3 24
2 1 3 56
1 2 3 70
1 5 1 67
3 2 2 31
3 5 1 39
2 1 2 86
1 2 1 20
0 1 2 98
0 3 1 23
4 1 4 10
4 5 1 42
0 1 1 1
2 5 1 61
0 2 1 26
0 5 1 86
3 5 1 59
3 1 3 33
1 5 1 37
0 2 2 19
2 5 1 46
0 3 3 31
1 1 4 29
1 4 2 67
2 2 2 52
3 4 2 14
0 1 3 60
4 1 3 60
4 1 3 90
4 2 1 99
2 4 2 3
3 5 1 56
2 2 1 100
4 4 1 66
1 4 2 90
3 5 1 85
3 4 1 94
4 5 1 95
2 4 1 28
0 1 1 11
2 2 4 51
4 5 1 18
1 1 1 67
1 2 4 84
1 3 3 12
4 1 3 90
2 1 1 49
0 4 1 26
1 3 3 85
3 1 5 65
4 2 1 3
2 5 1 47
1 5 1 58
1 2 4 1
1 2 1 77
3 1 1 21
4 1 5 39
2 4 2 39
0 1 1 38
3 3 1 76
1 3 1 4
2 5 1 3
1 4 1 36
0 4 2 94
3 5 1 16
3 3 2 56
3 5 1 57
1 2 4 6
2 1 5 44
0 4 1 40
2 2 2 58
2 1 1 3
0 3 3 96
0 2 4 69
0 1 1 15
4 3 2 62
2 4 2 20
0 1 2 40
3 4 1 12
2 2 4 75
0 3 2 8
1 3 3 93
2 3 1 28
4 1 5 86
0 3 2 19
4 1 3 59
3 3 3 73
3 4 2 6
0 1 5 46
0 5 1 36
0 2 2 21
1 3 1 1
3 5 1 53
2 5 1 46
0 5 1 57
0 4 1 25
3 5 1 20
3 4 2 10
4 1 5 77
4 5 1 75
1 4 2 47
1 1 3 100
4 4 2 76
0 5 1 94
3 1 3 21
3 1 4 88
0 4 1 48
4 3 3 12
1 1 4 8
0 1 2 41
1 2 1 75
1 4 2 60
3 3 1 2
0 5 1 28
3 2 3 38
2 3 1 61
2 1 2 4
4 2 2 14
0 3 1 5
0 2 1 12
1 3 1 42
0 4 1 28
3 5 1 67
3 3 2 9
0 2 4 75
4 5 1 65
4 4 2 78
3 2 3 51
4 4 2 12
1 5 1 12
2 1 5 96
2 3 1 80
2 4 2 54
3 4 1 24
2 4 2 42
0 3 1 6
1 3 1 31
4 4 1 42
1 1 5 64
2 1 2 18
2 1 2 35
3 2 3 26
1 3 3 54
3 3 1 76
4 5 1 76
3 2 3 84
0 2 4 51
3 2 1 24
1 4 2 36
4 5 1 48
1 3 1 5
