3 155 12
2 3 1 6
4 3 1 37
4 3 1 55
3 2 1 54
1 3 1 59
2 1 3 49
2 3 1 37
1 3 1 20
1 2 2 12
3 1 2 83
1 3 1 14
3 2 2 60
2 3 1 80
4 3 1 82
4 2 1 87
4 3 1 37
2 3 1 76
3 1 2 59
2 3 1 99
0 2 1 51
3 3 1 91
0 3 1 9
1 1 2 15
2 3 1 30
1 3 1 33
0 1 2 28
3 3 1 94
0 2 2 75
0 1 3 6
1 1 1 40
2 2 1 64
4 2 1 65
2 1 3 3
0 2 2 26
3 2 1 13
2 3 1 61
3 2 1 19
0 3 1 61
3 1 2 54
4 1 1 89
2 3 1 50
0 3 1 10
2 1 1 58
4 3 1 83
1 1 1 61
4 3 1 31
2 3 1 25
2 1 3 99
4 3 1 55
2 1 3 35
4 3 1 72
1 1 1 56
0 2 1 76
1 1 2 75
1 2 2 49
1 1 1 6
4 1 3 37
4 1 2 57
3 3 1 95
0 3 1 57
2 3 1 97
1 2 1 24
2 2 1 35
1 2 1 81
2 1 2 64
0 2 2 40
2 2 2 95
0 3 1 51
2 2 1 18
2 3 1 89
1 1 2 98
2 2 2 7
2 2 1 84
0 2 1 4
2 3 1 81
1 3 1 75
4 3 1 89
3 2 2 21
0 2 2 87
4 2 2 25
3 2 2 34
4 1 1 26
4 2 2 72
1 3 1 100
0 3 1 34
2 3 1 29
3 2 1 24
3 2 1 29
1 1 1 1
2 2 2 97
1 2 1 84
3 2 2 79
1 3 1 35
2 3 1 51
4 1 3 83
1 1 1 30
2 2 2 45
3 2 1 73
2 2 1 45
3 3 1 78
3 2 2 54
1 3 1 29
3 1 3 71
1 3 1 24
0 3 1 54
1 3 1 11
2 1 3 56
0 1 1 39
2 2 2 74
3 1 2 2
1 2 1 60
4 3 1 35
4 1 1 77
3 1 1 34
2 1 3 56
0 1 3 45
1 2 1 23
4 1 2 11
3 2 1 7
3 2 2 84
0 2 1 41
1 2 1 50
4 1 2 29
3 3 1 92
0 3 1 1
4 1 1 26
3 2 2 83
1 2 2 86
1 3 1 10
1 1 1 39
4 1 1 27
1 2 1 97
4 2 2 77
1 3 1 21
4 3 1 68
4 2 2 25
2 2 1 32
1 1 2 41
1 1 2 3
0 1 2 43
4 3 1 70
0 1 2 35
4 1 2 62
3 3 1 26
0 2 2 24
3 2 1 9
1 3 1 96
1 2 2 18
4 2 2 84
1 2 1 21
4 2 1 1
2 1 2 31
4 2 2 28
3 2 1 6
0 2 1 46
