5 274 22
1 1 5 32
4 1 3 89
2 1 4 31
0 3 1 36
3 5 1 92
3 3 3 49
1 1 2 53
4 1 2 74
3 2 4 25
0 3 2 44
1 4 1 8
4 1 3 87
3 4 2 12
3 2 2 26
4 4 1 100
0 5 1 72
4 3 2 12
3 4 1 36
1 2 3 66
2 4 2 5
1 4 2 65
2 3 3 84
3 5 1 89
0 4 2 60
2 4 1 11
1 3 2 81
2 1 2 61
3 2 1 15
3 1 5 55
4 1 2 68
3 4 2 15
2 2 3 25
0 1 3 57
2 5 1 27
4 2 3 70
3 2 4 55
0 2 2 63
4 4 1 33
0 3 2 30
1 3 3 75
3 4 2 55
3 5 1 6
4 4 1 15
4 1 1 39
2 1 3 8
3 3 3 31
3 5 1 98
0 3 1 3
4 4 2 55
0 3 2 19
0 1 3 90
3 1 5 2
0 3 2 18
1 2 4 11
3 5 1 28
0 1 5 72
3 3 2 76
1 2 1 69
0 1 2 3
3 4 2 85
1 5 1 38
0 2 1 51
1 4 2 23
2 4 1 10
1 2 1 26
4 5 1 85
3 4 2 16
0 1 2 25
4 5 1 31
2 1 4 29
3 5 1 87
1 4 2 53
3 3 3 69
0 2 2 45
0 2 2 11
0 2 3 11
1 3 2 61
1 4 2 96
1 2 4 52
0 4 1 41
3 4 1 14
0 2 4 35
0 2 3 15
0 1 1 98
2 5 1 88
0 1 3 61
2 4 1 75
2 5 1 47
1 5 1 36
0 4 1 10
3 4 2 20
0 1 5 19
2 5 1 80
2 3 1 62
0 2 2 62
3 3 1 74
0 2 2 59
2 2 1 10
4 4 2 42
2 2 4 100
1 3 2 22
3 1 2 89
3 3 3 99
4 2 1 50
4 4 2 83
4 3 3 4
0 4 1 74
3 2 4 47
2 5 1 69
4 5 1 94
0 4 2 34
4 2 2 96
2 4 2 25
0 5 1 87
4 4 2 35
2 5 1 11
0 3 3 94
0 5 1 63
2 2 4 33
1 4 1 6
2 5 1 56
3 4 2 23
2 1 4 61
2 4 2 21
3 2 1 35
3 5 1 78
4 2 3 66
4 1 5 30
4 4 1 92
2 1 5 12
2 4 2 53
2 1 2 19
2 2 1 62
3 5 1 70
1 5 1 56
4 4 1 28
3 1 3 9
1 3 3 6
4 3 3 1
2 3 2 7
1 5 1 58
2 5 1 83
1 3 3 20
1 2 2 78
3 3 2 92
0 1 1 82
2 5 1 35
1 3 3 56
0 1 5 71
2 4 1 77
4 3 3 8
2 3 2 6
0 5 1 40
2 1 5 51
1 3 2 98
2 3 2 3
1 3 1 50
2 3 3 13
0 3 2 70
4 3 2 39
4 2 4 53
1 1 4 62
1 5 1 63
2 1 5 82
2 5 1 29
4 5 1 22
0 1 5 45
1 1 3 37
0 3 2 11
4 4 1 57
4 3 2 41
1 4 2 31
2 1 5 50
4 4 2 76
1 2 4 57
2 2 1 73
2 2 4 27
4 3 2 22
0 2 2 56
3 5 1 5
2 3 2 17
0 2 4 23
3 3 2 3
2 4 2 89
0 3 2 24
3 4 2 100
0 4 2 80
2 5 1 77
0 5 1 32
1 4 2 64
2 4 1 78
0 5 1 79
0 2 1 66
1 4 1 3
3 3 2 21
3 5 1 81
4 1 5 21
3 1 5 86
3 4 2 70
4 2 4 54
4 4 2 53
2 3 3 44
0 3 3 64
0 4 1 79
4 5 1 91
2 4 2 61
3 4 1 99
4 1 2 59
1 3 2 38
3 1 4 38
4 3 2 84
4 3 1 34
3 3 1 26
2 1 2 38
1 5 1 26
4 5 1 45
1 2 1 40
2 1 4 65
4 2 1 61
3 5 1 47
3 2 1 23
0 5 1 67
1 4 1 66
4 4 2 12
2 2 2 55
3 4 1 1
4 4 1 76
4 3 2 72
3 5 1 92
0 3 2 2
0 5 1 19
3 3 1 84
1 3 3 31
1 2 3 51
3 3 1 31
2 2 4 75
1 4 2 35
1 3 1 6
2 1 5 25
1 1 3 89
3 2 2 61
4 1 4 49
2 3 2 4
1 1 5 71
4 2 3 56
1 3 1 28
4 3 3 5
3 5 1 36
3 3 2 52
3 4 1 13
1 2 4 58
1 5 1 40
2 2 3 53
3 4 2 98
2 4 2 5
0 5 1 96
1 5 1 40
4 1 5 95
1 2 1 78
4 5 1 91
3 4 1 20
3 4 1 98
2 4 1 12
0 2 1 21
1 5 1 57
4 5 1 97
3 1 2 75
2 1 2 11
4 1 4 32
1 3 3 23
1 3 2 47
4 3 2 44
3 5 1 60
3 3 2 81
