8 300 40
1 2 3 80
1 2 1 14
4 4 3 100
1 8 1 90
1 8 1 74
3 4 5 52
1 4 5 40
0 2 6 23
1 6 2 21
1 7 1 8
2 1 4 8
1 1 7 18
0 3 5 41
1 5 3 32
2 1 8 78
4 7 1 52
0 8 1 10
2 4 1 62
4 5 4 28
2 2 6 61
1 5 1 12
1 5 2 80
1 5 1 23
1 3 1 96
4 2 4 99
3 8 1 12
0 1 6 75
0 2 5 19
2 7 1 90
4 5 3 98
2 8 1 60
4 7 1 28
3 3 3 34
2 4 4 68
1 4 2 2
0 1 7 72
1 7 2 67
0 4 3 80
0 3 6 36
1 1 3 59
1 3 5 65
0 6 2 100
2 6 1 79
0 8 1 84
3 7 2 68
1 2 1 22
2 4 5 31
2 4 2 29
3 3 4 11
1 8 1 15
4 7 2 12
0 5 2 20
4 6 1 47
4 8 1 86
1 5 1 70
0 5 3 10
1 1 6 16
3 1 1 49
4 7 2 100
0 2 6 23
3 4 1 82
3 5 1 74
1 5 4 48
0 5 1 67
1 7 1 77
4 2 7 98
4 7 2 28
4 6 2 74
2 2 6 85
2 1 7 21
0 5 4 33
2 5 4 11
3 5 2 81
1 1 6 91
1 6 3 98
4 2 6 15
2 7 2 86
2 4 1 24
0 4 1 61
1 4 3 22
0 1 6 8
1 8 1 51
4 5 3 48
4 5 1 84
1 3 2 71
0 6 3 9
4 1 4 80
4 3 3 36
3 5 3 74
4 6 1 2
0 2 3 97
0 7 1 76
3 6 1 83
0 8 1 82
3 7 2 43
4 8 1 14
3 8 1 8
3 4 5 45
0 7 1 18
0 8 1 71
3 1 3 82
1 1 7 46
1 3 6 85
3 5 4 11
3 2 2 57
3 8 1 11
4 3 1 49
0 8 1 42
1 3 1 92
3 2 2 22
0 7 2 22
3 1 1 39
2 4 5 77
3 4 1 36
1 6 2 80
1 8 1 96
1 4 5 90
3 1 2 8
0 2 6 23
4 5 4 35
3 4 3 96
2 8 1 52
4 1 1 70
1 7 2 69
2 4 4 63
0 8 1 38
0 4 5 11
0 7 1 57
3 4 2 35
1 2 5 75
4 3 6 20
4 5 1 25
2 4 3 79
0 6 2 99
4 5 4 38
1 1 4 11
3 4 2 96
4 4 2 66
4 4 5 76
0 3 4 32
1 3 3 23
2 3 4 44
3 6 3 52
4 2 1 96
1 2 3 69
0 4 2 96
0 4 2 64
2 7 1 95
1 1 7 57
1 8 1 67
1 6 3 57
3 2 2 25
1 8 1 54
4 5 4 17
4 4 3 99
4 3 1 41
4 6 1 11
0 3 5 38
4 5 2 66
4 2 3 12
0 5 1 29
3 4 4 82
4 2 1 26
3 6 2 86
0 3 6 100
1 6 2 60
1 3 5 42
4 1 5 7
4 1 3 24
2 3 1 85
3 8 1 27
4 1 5 27
2 7 2 93
1 1 4 25
0 1 6 45
3 7 2 1
1 4 5 18
2 1 7 48
4 6 3 56
3 3 3 3
0 2 3 100
0 2 5 50
2 6 3 24
1 4 1 35
1 7 2 80
0 6 3 79
1 2 6 60
0 4 2 26
1 4 3 15
2 3 1 70
2 2 3 10
4 1 2 64
0 1 7 84
4 2 5 56
3 6 1 72
2 4 4 88
3 6 1 6
2 3 6 77
4 6 2 27
2 5 1 15
3 2 5 76
4 6 1 77
3 1 2 18
3 3 2 46
2 7 2 35
1 2 1 67
1 8 1 67
2 8 1 91
4 3 6 67
0 1 1 81
4 3 2 92
3 2 6 62
3 7 2 8
3 1 5 65
4 2 5 74
1 2 6 53
1 3 5 57
0 3 5 44
2 5 3 73
0 8 1 70
2 6 1 56
2 7 1 86
3 3 1 5
3 4 3 51
3 2 5 35
2 4 3 42
1 6 3 50
4 5 2 66
3 5 1 51
2 4 4 74
2 4 5 15
0 4 3 76
1 8 1 76
0 5 2 28
4 6 2 29
2 2 3 48
3 3 3 49
4 8 1 89
0 4 2 40
0 5 3 68
3 5 2 20
0 5 4 25
0 5 1 56
1 5 1 62
4 8 1 95
0 3 4 12
4 3 5 37
2 4 4 47
2 2 7 71
0 4 1 93
1 4 5 90
4 8 1 59
0 4 2 4
3 6 2 46
4 1 8 73
2 2 1 30
1 6 2 54
1 2 2 89
3 1 7 28
2 2 3 27
4 8 1 76
1 8 1 95
3 6 2 12
0 8 1 52
3 1 8 79
3 8 1 52
3 7 2 48
4 4 5 87
2 3 3 64
4 1 8 31
4 3 4 86
3 5 4 57
3 4 3 85
1 5 2 13
2 3 2 96
3 5 1 26
1 5 1 66
2 2 2 83
2 7 1 43
4 2 5 65
4 6 1 21
0 1 2 23
3 6 1 87
4 5 1 48
0 6 3 48
2 2 6 82
2 2 3 16
1 5 4 73
1 7 1 44
0 4 3 55
2 1 2 90
3 4 3 85
0 7 2 77
3 1 5 84
1 4 1 56
4 8 1 36
4 7 1 51
3 7 2 39
4 3 2 27
4 2 1 46
