4 82 11
0 3 1 19
0 3 2 73
4 4 1 79
3 3 1 96
2 3 2 13
3 3 1 28
4 3 2 70
3 2 3 29
0 1 3 67
1 3 1 12
2 3 1 36
1 2 1 99
2 2 3 15
0 3 1 98
4 2 3 22
0 1 4 71
1 1 4 84
0 4 1 86
3 3 1 62
4 1 3 44
2 2 2 27
2 1 3 74
2 3 2 86
2 2 3 66
3 2 1 50
4 3 1 52
0 1 2 70
4 2 2 53
1 4 1 44
0 1 3 43
1 1 1 49
4 3 2 62
4 4 1 41
2 3 1 72
1 3 1 71
2 1 1 88
3 3 2 26
2 1 3 1
0 4 1 48
2 2 2 20
4 4 1 66
2 4 1 56
4 3 2 17
0 4 1 29
1 3 1 29
4 3 1 5
4 4 1 73
0 2 2 87
1 4 1 76
4 3 2 87
4 4 1 100
1 1 4 54
0 4 1 62
2 2 3 70
2 2 3 39
2 4 1 23
4 2 3 87
0 2 2 10
1 2 3 1
1 3 2 57
3 3 2 8
1 3 2 4
0 1 1 42
1 2 1 8
0 2 1 56
4 3 2 43
0 2 3 26
1 2 1 85
4 3 2 55
4 4 1 99
3 1 4 98
0 2 2 31
0 2 2 9
1 1 3 73
2 3 2 5
3 3 2 70
4 4 1 75
3 3 2 39
1 3 1 68
2 3 1 14
3 4 1 100
3 1 1 36
