2 241 6
2 1 2 33
4 1 1 64
0 1 1 49
0 1 1 71
4 2 1 46
1 2 1 85
1 1 1 15
3 1 1 75
0 2 1 35
4 2 1 54
2 2 1 18
2 2 1 99
2 1 2 49
0 1 2 30
3 1 1 17
1 2 1 40
1 1 2 72
1 1 1 60
1 2 1 74
2 1 1 81
1 1 2 83
3 1 2 97
0 1 1 27
3 1 2 97
0 2 1 72
0 1 1 97
1 2 1 53
3 2 1 63
0 2 1 13
2 1 1 76
0 2 1 63
3 2 1 16
0 1 1 99
2 1 1 25
0 2 1 31
1 1 2 48
2 2 1 50
4 2 1 82
0 2 1 35
2 1 1 23
4 1 2 58
1 1 2 81
2 2 1 92
0 2 1 29
1 2 1 91
2 2 1 23
0 2 1 86
4 1 1 81
3 1 1 24
4 1 1 56
0 1 1 17
1 1 2 52
4 1 2 34
3 1 1 44
4 1 2 21
4 2 1 6
3 1 2 53
3 2 1 10
0 2 1 77
1 2 1 39
3 1 1 17
2 2 1 95
1 1 2 90
2 2 1 71
3 1 1 62
3 2 1 91
0 2 1 96
3 2 1 25
1 1 2 87
4 2 1 98
3 2 1 15
0 2 1 35
4 2 1 41
1 2 1 84
1 2 1 67
4 2 1 83
3 2 1 20
2 1 1 28
1 1 2 23
4 1 2 6
4 1 1 44
1 2 1 84
4 1 1 93
2 2 1 15
2 2 1 81
3 1 1 10
1 2 1 71
3 1 2 16
3 2 1 31
2 2 1 3
2 2 1 50
1 2 1 67
3 1 2 49
0 1 2 15
2 2 1 41
0 1 2 18
0 1 2 48
0 2 1 1
3 1 1 66
0 1 1 35
0 1 2 40
2 2 1 51
2 2 1 91
1 1 1 58
3 1 1 33
1 2 1 15
1 1 2 9
1 1 2 37
1 1 1 2
1 2 1 94
2 1 2 80
3 1 1 78
2 1 2 81
0 2 1 68
1 2 1 84
3 1 1 95
3 2 1 40
4 2 1 84
2 2 1 57
1 1 2 54
2 1 1 36
0 1 1 36
3 2 1 42
1 2 1 88
4 2 1 9
4 2 1 94
3 2 1 48
3 1 1 36
2 1 2 26
2 1 2 7
2 2 1 55
0 2 1 76
2 2 1 93
0 2 1 43
0 2 1 71
0 1 2 66
3 2 1 4
1 1 2 14
3 1 2 84
2 1 1 51
0 1 2 80
2 1 2 39
1 2 1 17
1 2 1 63
4 1 2 89
2 2 1 92
0 1 1 56
4 2 1 82
0 1 2 51
2 2 1 47
1 2 1 87
3 2 1 27
2 2 1 57
3 2 1 25
3 1 1 63
3 2 1 80
4 2 1 28
2 1 2 61
1 1 1 95
0 1 1 51
4 1 1 5
2 1 2 25
3 1 1 25
2 1 2 69
1 2 1 25
4 2 1 43
2 1 1 27
1 2 1 82
2 1 2 55
3 1 1 29
1 1 1 22
4 1 1 77
1 2 1 26
2 2 1 25
1 1 2 30
0 2 1 16
4 1 1 9
2 1 1 31
2 2 1 3
0 1 2 93
0 1 2 81
1 2 1 21
2 2 1 49
4 1 2 33
0 1 2 70
3 2 1 26
0 1 1 67
1 2 1 8
4 1 1 40
4 2 1 73
4 2 1 70
4 2 1 61
2 1 1 51
0 2 1 71
0 2 1 30
4 2 1 38
1 1 2 94
4 2 1 84
1 1 2 71
4 1 2 69
2 2 1 2
0 2 1 27
0 1 1 73
4 1 1 31
0 1 2 8
3 1 2 50
1 2 1 59
0 2 1 56
0 1 1 5
3 1 1 59
0 2 1 23
0 2 1 32
1 1 2 56
3 2 1 39
4 1 2 75
1 1 2 67
3 2 1 24
2 1 2 66
0 1 1 52
3 1 2 8
2 1 2 76
2 1 1 56
1 2 1 29
3 2 1 28
2 1 2 73
0 2 1 21
0 2 1 56
3 2 1 99
1 1 2 47
2 2 1 72
0 1 1 75
3 1 2 21
2 1 1 2
4 1 1 78
3 2 1 63
1 1 2 6
1 1 1 29
1 2 1 63
4 2 1 56
2 1 2 61
4 2 1 18
