100000 100019
7520 91422 1000000000
91422 7520 1000000000
20975 43361 1000000000
43361 20975 1000000000
48270 10473 1000000000
10473 48270 1000000000
55065 9959 1000000000
9959 55065 1000000000
40055 69878 1000000000
69878 40055 1000000000
6959 13723 1000000000
13723 6959 1000000000
54212 32506 1000000000
32506 54212 1000000000
96726 44059 1000000000
44059 96726 1000000000
95082 6521 1000000000
6521 95082 1000000000
56822 17590 1000000000
17590 56822 1000000000
63168 100000 1000000000
43700 63168 1000000000
52844 43700 1000000000
66549 52844 1000000000
22263 66549 1000000000
35917 22263 1000000000
91136 35917 1000000000
81764 91136 1000000000
59743 81764 1000000000
41868 59743 1000000000
9714 41868 1000000000
93155 9714 1000000000
57959 93155 1000000000
59855 57959 1000000000
99691 59855 1000000000
18894 99691 1000000000
56030 18894 1000000000
61107 56030 1000000000
47862 61107 1000000000
59692 47862 1000000000
67562 59692 1000000000
47024 67562 1000000000
68533 47024 1000000000
38731 68533 1000000000
29300 38731 1000000000
44986 29300 1000000000
862 44986 1000000000
79951 862 1000000000
21531 79951 1000000000
9174 21531 1000000000
95824 9174 1000000000
8951 95824 1000000000
71038 8951 1000000000
34314 71038 1000000000
39546 34314 1000000000
8724 39546 1000000000
86177 8724 1000000000
61001 86177 1000000000
10096 61001 1000000000
27595 10096 1000000000
23611 27595 1000000000
84025 23611 1000000000
3964 84025 1000000000
47106 3964 1000000000
9037 47106 1000000000
26594 9037 1000000000
14188 26594 1000000000
33795 14188 1000000000
42251 33795 1000000000
50879 42251 1000000000
53185 50879 1000000000
7122 53185 1000000000
2653 7122 1000000000
44615 2653 1000000000
2688 44615 1000000000
26606 2688 1000000000
43907 26606 1000000000
86818 43907 1000000000
1111 86818 1000000000
91201 1111 1000000000
43595 91201 1000000000
53362 43595 1000000000
27766 53362 1000000000
3587 27766 1000000000
82225 3587 1000000000
41408 82225 1000000000
67701 41408 1000000000
55012 67701 1000000000
1841 55012 1000000000
55515 1841 1000000000
76429 55515 1000000000
16762 76429 1000000000
13121 16762 1000000000
90492 13121 1000000000
72562 90492 1000000000
67392 72562 1000000000
61622 67392 1000000000
44753 61622 1000000000
83434 44753 1000000000
32937 83434 1000000000
56219 32937 1000000000
42340 56219 1000000000
64071 42340 1000000000
50603 64071 1000000000
44810 50603 1000000000
49271 44810 1000000000
40626 49271 1000000000
98579 40626 1000000000
937 98579 1000000000
64852 937 1000000000
61722 64852 1000000000
49406 61722 1000000000
10841 49406 1000000000
45856 10841 1000000000
71732 45856 1000000000
25522 71732 1000000000
84483 25522 1000000000
34183 84483 1000000000
11796 34183 1000000000
49456 11796 1000000000
23352 49456 1000000000
21484 23352 1000000000
10144 21484 1000000000
54173 10144 1000000000
28287 54173 1000000000
65703 28287 1000000000
65835 65703 1000000000
38677 65835 1000000000
77414 38677 1000000000
4770 77414 1000000000
33606 4770 1000000000
42964 33606 1000000000
29304 42964 1000000000
27822 29304 1000000000
14044 27822 1000000000
68472 14044 1000000000
19656 68472 1000000000
88100 19656 1000000000
54751 88100 1000000000
20479 54751 1000000000
56094 20479 1000000000
37191 56094 1000000000
46756 37191 1000000000
50194 46756 1000000000
23987 50194 1000000000
5420 23987 1000000000
69596 5420 1000000000
50221 69596 1000000000
